Area Type,Area,Area Name,Standard Occupational Code,Occupational Title,Employment,Mean Wage,Median Wage,Entry Wage,Experienced Wage
10,2,Central New York Region, 43-3061, Procurement Clerks,210,44700,42840,29740,52180
10,2,Central New York Region, 49-2092," Electric Motor, Power Tool, and Related Repairers",n/a,39280,36230,28840,44500
10,4,Hudson Valley Region, 29-9011, Occupational Health and Safety Specialists,430,91430,83570,63810,105240
10,4,Hudson Valley Region, 47-2082, Tapers,150,68870,64730,52080,77260
1,36,New York State, 29-1131, Veterinarians,3190,124390,110850,70790,151200
10,3,Finger Lakes Region, 41-3041, Travel Agents,200,36700,32440,27280,41420
10,4,Hudson Valley Region, 29-1071, Physician Assistants,950,120660,117820,90440,135770
10,7,New York City Region, 43-9041, Insurance Claims and Policy Processing Clerks,3840,57910,55450,40420,66660
10,1,Capital Region, 39-6011, Baggage Porters and Bellhops,n/a,30290,23050,21632,34980
10,9,Southern Tier Region, 25-1063," Economics Teachers, Postsecondary",150,179250,150570,97730,220010
10,7,New York City Region, 21-1012,"Educational, Guidance, School, and Vocational Counselors",10050,68630,62970,39660,83120
10,6,Mohawk Valley Region, 21-1092,Probation Officers and Correctional Treatment Specialists,220,67020,67900,52430,74310
10,3,Finger Lakes Region, 43-4141, New Accounts Clerks,110,37670,38540,28400,42310
10,9,Southern Tier Region, 27-3012, Public Address System and Other Announcers,n/a,41120,22510,21632,51400
10,4,Hudson Valley Region, 19-1031, Conservation Scientists,n/a,77530,76760,55200,88700
1,36,New York State, 41-9011, Demonstrators and Product Promoters,4480,34330,31010,22670,40150
10,4,Hudson Valley Region, 51-4121," Welders, Cutters, Solderers, and Brazers",760,49630,48060,31720,58580
10,2,Central New York Region, 11-9121, Natural Sciences Managers,50,114220,107490,86910,127880
10,1,Capital Region, 37-3013, Tree Trimmers and Pruners,n/a,39860,38120,37190,41200
10,10,Western New York Region, 37-3011, Landscaping and Groundskeeping Workers,4150,30870,29240,22890,34850
1,36,New York State, 51-7031," Model Makers, Wood",n/a,42970,40570,34170,47370
10,9,Southern Tier Region, 19-3099," Social Scientists and Related Workers, All Other",n/a,66230,60660,52150,73270
10,7,New York City Region, 31-2022, Physical Therapist Aides,880,27210,24960,24960,29560
10,1,Capital Region, 19-1021, Biochemists and Biophysicists,210,66850,61160,46740,76910
10,1,Capital Region, 17-2061, Computer Hardware Engineers,70,96250,96020,75420,106660
1,36,New York State, 13-2071, Credit Counselors,2170,56340,50610,38060,65470
10,7,New York City Region, 31-1015, Orderlies,n/a,38060,37930,33800,40190
10,9,Southern Tier Region, 21-2021," Directors, Religious Activities and Education",110,35480,30650,22500,41970
10,2,Central New York Region, 31-9092, Medical Assistants,670,35060,32680,27380,38900
10,5,Long Island Region, 41-3031,"Securities, Commodities, and Financial Services Sales Agents",3930,99190,63540,38890,129330
10,7,New York City Region, 43-4141, New Accounts Clerks,270,59740,55090,35080,72070
10,1,Capital Region, 49-9069,"Precision Instrument and Equipment Repairers, All Other",50,60390,59940,47190,67000
10,7,New York City Region, 29-2056, Veterinary Technologists and Technicians,1110,45530,45390,29440,53570
10,1,Capital Region, 53-5021,"Captains, Mates, and Pilots of Water Vessels",n/a,80610,65300,48740,96550
1,36,New York State, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",7940,28210,25380,22330,31160
10,9,Southern Tier Region, 27-1024, Graphic Designers,290,52910,45020,29380,64680
10,3,Finger Lakes Region, 49-9062, Medical Equipment Repairers,200,53400,54660,35430,62380
10,5,Long Island Region, 53-3033, Light Truck or Delivery Services Drivers,7220,41620,36970,25430,49710
10,9,Southern Tier Region, 13-1041, Compliance Officers,450,64590,58620,41070,76350
10,3,Finger Lakes Region, 53-3041, Taxi Drivers and Chauffeurs,790,27160,25320,22190,29640
10,10,Western New York Region, 43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",220,26330,21632,21632,29150
10,1,Capital Region, 43-9021, Data Entry Keyers,820,32460,30370,22520,37440
10,10,Western New York Region, 49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",190,34570,35630,24960,39370
10,5,Long Island Region, 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1980,59330,50060,39670,69150
10,6,Mohawk Valley Region, 31-0000,Healthcare Support Occupations,6540,30810,27880,22850,34790
10,3,Finger Lakes Region, 11-1021, General and Operations Managers,8780,129160,104370,56390,165550
10,9,Southern Tier Region, 53-3022," Bus Drivers, School or Special Client",1440,35460,33940,25170,40610
10,2,Central New York Region, 47-0000,Construction and Extraction Occupations,13180,53000,47820,32200,63400
10,3,Finger Lakes Region, 45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",240,32630,32730,23750,37060
10,2,Central New York Region, 49-9099,"Installation, Maintenance, and Repair Workers, All Other",120,52720,52850,35910,61120
10,5,Long Island Region, 13-1020,Buyers and Purchasing Agents,2950,71240,69720,44370,84670
10,6,Mohawk Valley Region, 43-4081," Hotel, Motel, and Resort Desk Clerks",280,30710,24670,22490,34820
10,6,Mohawk Valley Region, 53-7064," Packers and Packagers, Hand",1150,29240,25880,22670,32520
10,8,North Country Region, 11-9131,Postmasters and Mail Superintendents,60,72720,70000,64970,76590
10,7,New York City Region, 49-3052, Motorcycle Mechanics,n/a,35130,34760,28080,38660
10,9,Southern Tier Region, 41-3031,"Securities, Commodities, and Financial Services Sales Agents",380,120420,104450,44690,158290
10,10,Western New York Region, 15-1121, Computer Systems Analysts,2340,77600,75750,53610,89600
10,10,Western New York Region, 51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",320,43450,45730,34170,48090
10,1,Capital Region, 35-9021, Dishwashers,2130,23530,22320,21632,24830
10,9,Southern Tier Region, 23-1011, Lawyers,620,107210,83870,61960,129840
10,4,Hudson Valley Region, 17-1012, Landscape Architects,100,83650,82910,54740,98110
10,3,Finger Lakes Region, 11-9131,Postmasters and Mail Superintendents,70,77870,77520,67350,83130
10,9,Southern Tier Region, 51-3092, Food Batchmakers,290,36790,37010,24780,42800
10,8,North Country Region, 17-3022, Civil Engineering Technicians,20,50950,48610,44710,54060
10,10,Western New York Region, 51-6021," Pressers, Textile, Garment, and Related Materials",110,29010,27730,23340,31850
1,36,New York State, 31-1013, Psychiatric Aides,5600,43060,44420,31620,48780
10,6,Mohawk Valley Region, 47-2131," Insulation Workers, Floor, Ceiling, and Wall",n/a,41930,39230,33110,46340
10,2,Central New York Region, 15-1151, Computer User Support Specialists,1630,58550,59560,37390,69140
10,7,New York City Region, 11-9081,Lodging Managers,n/a,123040,106380,84430,142340
10,5,Long Island Region, 51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",250,44760,39910,29480,52400
10,4,Hudson Valley Region, 33-9021, Private Detectives and Investigators,n/a,64750,63120,54990,69620
10,5,Long Island Region, 11-9033," Education Administrators, Postsecondary",1000,111000,90140,55480,138760
10,1,Capital Region, 51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",n/a,56810,57550,45850,62280
10,10,Western New York Region, 11-3131, Training and Development Managers,140,105310,88920,70340,122800
10,2,Central New York Region, 25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2900,73980,71870,48850,86550
10,3,Finger Lakes Region, 15-1142, Network and Computer Systems Administrators,1430,77560,74420,52450,90120
10,2,Central New York Region, 23-1023," Judges, Magistrate Judges, and Magistrates",190,156330,157050,142080,163460
10,10,Western New York Region, 27-2022, Coaches and Scouts,880,49590,41640,25120,61830
10,10,Western New York Region, 47-2132," Insulation Workers, Mechanical",n/a,68420,72600,49100,78070
10,1,Capital Region, 43-5032," Dispatchers, Except Police, Fire, and Ambulance",630,46970,42690,32270,54320
10,5,Long Island Region, 53-3021," Bus Drivers, Transit and Intercity",1670,54770,52090,38300,63010
10,7,New York City Region, 11-9041, Architectural and Engineering Managers,2670,167670,153450,112760,195130
1,36,New York State, 27-1025, Interior Designers,3990,67530,63830,41810,80390
10,6,Mohawk Valley Region, 17-3031, Surveying and Mapping Technicians,n/a,43600,42640,29910,50450
10,4,Hudson Valley Region, 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2310,26060,23670,21632,28420
10,1,Capital Region, 29-9011, Occupational Health and Safety Specialists,480,74940,74330,56560,84120
10,8,North Country Region, 53-0000,Transportation and Material Moving Occupations,7780,34040,30400,22080,40020
10,5,Long Island Region, 31-0000,Healthcare Support Occupations,44920,36980,36280,24510,43220
1,36,New York State, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,3500,102820,101030,79420,114530
10,6,Mohawk Valley Region, 19-3031," Clinical, Counseling, and School Psychologists",200,90660,79310,51280,110350
10,10,Western New York Region, 19-4031, Chemical Technicians,350,48390,44170,31550,56810
10,10,Western New York Region, 49-9071," Maintenance and Repair Workers, General",7210,38930,37630,26300,45250
10,3,Finger Lakes Region, 11-2022, Sales Managers,1050,146590,141400,87920,175920
10,8,North Country Region, 19-4021, Biological Technicians,40,38400,36950,35280,39960
1,36,New York State, 25-1031," Architecture Teachers, Postsecondary",1050,118870,103740,50830,152880
10,5,Long Island Region, 17-3029,"Engineering Technicians, Except Drafters, All Other",160,60210,58230,40840,69890
10,9,Southern Tier Region, 27-1026, Merchandise Displayers and Window Trimmers,140,30460,25790,21632,35180
10,5,Long Island Region, 29-2035, Magnetic Resonance Imaging Technologists,310,82330,82150,70570,88220
10,3,Finger Lakes Region, 25-1121," Art, Drama, and Music Teachers, Postsecondary",790,104980,72420,48960,132990
10,4,Hudson Valley Region, 51-3022," Meat, Poultry, and Fish Cutters and Trimmers",360,35580,30440,21632,42610
10,7,New York City Region, 27-3041, Editors,15030,87740,73830,45230,109000
10,6,Mohawk Valley Region, 49-9071," Maintenance and Repair Workers, General",2120,39550,38190,26290,46180
10,3,Finger Lakes Region, 17-2041,Chemical Engineers,270,95180,94000,66400,109580
1,36,New York State, 51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2040,37070,35830,26780,42210
10,3,Finger Lakes Region, 17-2081, Environmental Engineers,170,86540,83140,52950,103340
10,7,New York City Region, 51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,42140,39790,35030,45700
10,8,North Country Region, 11-3031,Financial Managers,160,114730,100810,78840,132680
10,6,Mohawk Valley Region, 35-9021, Dishwashers,1110,22500,21632,21632,23340
10,1,Capital Region, 11-1031, Legislators,1020,86670,89310,70840,94590
10,3,Finger Lakes Region, 27-4011, Audio and Video Equipment Technicians,220,51650,47530,32040,61450
10,10,Western New York Region, 25-2051," Special Education Teachers, Preschool",290,55510,54590,33330,66600
10,8,North Country Region, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",180,23810,21990,21632,25230
10,7,New York City Region, 23-1022," Arbitrators, Mediators, and Conciliators",n/a,80600,85620,43170,99310
10,3,Finger Lakes Region, 49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",n/a,33270,34320,24640,37580
10,2,Central New York Region, 29-2091, Orthotists and Prosthetists,n/a,112700,136130,63690,137200
10,3,Finger Lakes Region, 53-1048,,1180,57330,56230,38890,66550
10,3,Finger Lakes Region, 31-1013, Psychiatric Aides,150,42910,44260,29720,49510
10,5,Long Island Region, 25-1067," Sociology Teachers, Postsecondary",130,73990,68070,42550,89710
10,4,Hudson Valley Region, 47-4011, Construction and Building Inspectors,890,72850,71850,45820,86360
10,4,Hudson Valley Region, 27-2012, Producers and Directors,500,95270,66480,35830,124990
10,10,Western New York Region, 33-9011, Animal Control Workers,110,32270,31230,24790,36010
10,7,New York City Region, 49-3021, Automotive Body and Related Repairers,1500,44060,42460,30700,50730
10,8,North Country Region, 43-6013, Medical Secretaries,100,38160,33600,28750,42870
10,10,Western New York Region, 25-1053," Environmental Science Teachers, Postsecondary",n/a,51630,46670,36770,59060
10,7,New York City Region, 25-1199,"Postsecondary Teachers, All Other",2440,109030,94620,59890,133590
10,10,Western New York Region, 51-0000,Production Occupations,44080,40880,37810,25410,48610
10,1,Capital Region, 27-2041, Music Directors and Composers,130,62640,48550,24580,81670
10,7,New York City Region, 17-2081, Environmental Engineers,920,99120,90630,66760,115300
10,5,Long Island Region, 51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,42300,35990,27140,49870
10,7,New York City Region, 11-9039," Education Administrators, All Other",910,111410,100940,57240,138490
1,36,New York State, 49-9062, Medical Equipment Repairers,2120,59930,57420,37990,70900
10,9,Southern Tier Region, 45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",50,33770,34340,21632,40370
10,4,Hudson Valley Region, 15-1131, Computer Programmers,1130,80420,77850,50780,95240
1,36,New York State, 51-3092, Food Batchmakers,7160,29760,26380,21700,33790
10,4,Hudson Valley Region, 15-1133," Software Developers, Systems Software",2090,111590,104970,77840,128460
10,8,North Country Region, 47-2152," Plumbers, Pipefitters, and Steamfitters",290,62850,59650,42240,73150
10,6,Mohawk Valley Region, 27-4011, Audio and Video Equipment Technicians,n/a,43890,37560,28060,51800
1,36,New York State, 47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",300,32920,32520,22920,37920
10,9,Southern Tier Region, 11-9039," Education Administrators, All Other",n/a,73340,65060,41460,89280
10,7,New York City Region, 51-8013, Power Plant Operators,730,85280,83840,55540,100140
10,6,Mohawk Valley Region, 25-2053," Special Education Teachers, Middle School",330,71250,66260,48030,82860
10,5,Long Island Region, 51-9022," Grinding and Polishing Workers, Hand",120,30810,28650,23640,34390
10,1,Capital Region, 31-1015, Orderlies,240,31200,29660,22640,35490
10,7,New York City Region, 25-3021, Self-Enrichment Education Teachers,16750,63530,52530,32440,79080
10,5,Long Island Region, 13-1161,Market Research Analysts and Marketing Specialists,4480,69620,60930,35940,86450
10,1,Capital Region, 39-9021, Personal Care Aides,5880,28700,26820,23180,31470
10,1,Capital Region, 17-2041,Chemical Engineers,260,106060,103000,83710,117240
10,2,Central New York Region, 27-2041, Music Directors and Composers,100,59590,49000,21632,78780
10,10,Western New York Region, 11-1031, Legislators,720,91330,93530,84970,94510
10,8,North Country Region, 11-3051, Industrial Production Managers,100,112710,106450,75550,131290
10,10,Western New York Region, 15-1122, Information Security Analysts,390,82310,82310,58420,94260
10,10,Western New York Region, 51-5113, Print Binding and Finishing Workers,n/a,29580,27970,23160,32790
