SOC,Occupation,Probability,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
47-2151,Pipelayers,0.62,2390,40,430,450,3620,760,0,100,0,4150,1260,100,90,430,470,390,560,270,890,210,880,550,380,740,460,470,90,220,70,100,730,110,680,2230,450,600,460,420,1070,0,770,220,1280,5700,480,50,1500,1110,340,430,120
47-2152,Plumbers; Pipefitters; and Steamfitters,0.35,5010,1770,7060,2940,43040,8440,5130,970,890,23060,9960,2260,1840,15860,10120,4340,3870,6450,9980,2180,11130,10990,11870,8570,3980,6350,1810,3340,4590,1500,8150,2360,28320,9830,1710,14070,6360,5270,14010,1400,4000,1240,6650,40530,5710,670,12570,10210,1730,6460,1310
47-2161,Plasterers and Stucco Masons,0.84,0,0,1680,70,7250,670,0,0,70,2460,70,300,0,260,120,90,250,0,110,0,0,350,210,360,0,350,100,0,1160,0,570,440,660,140,0,300,0,0,250,0,0,0,180,1620,230,0,90,410,0,280,0
47-2171,Reinforcing Iron and Rebar Workers,0.9,0,0,480,70,3630,340,70,0,180,980,110,500,0,610,250,220,60,180,790,0,640,160,0,200,170,330,0,130,310,0,560,190,750,420,40,480,160,100,320,0,390,40,310,4100,0,0,610,560,0,130,0
47-2181,Roofers,0.9,970,230,3450,770,15670,3140,740,200,0,15930,2560,880,840,5050,2760,1150,1020,1010,670,370,1370,2020,2660,2180,500,2110,470,870,1410,200,1750,1210,5070,2460,230,4730,1070,2790,3990,0,1300,430,1690,6750,1680,310,2310,4050,440,2340,360
47-2211,Sheet Metal Workers,0.82,1190,450,2690,1280,13050,3310,1170,490,130,7460,4400,970,420,4120,4060,1870,2170,1540,1040,760,2640,3990,3480,2860,1810,4070,610,770,1050,500,2590,610,8130,3900,410,4100,3360,2400,4220,500,1950,430,2720,11090,2060,380,3900,3440,380,3350,170
47-2221,Structural Iron and Steel Workers,0.83,1340,180,1460,930,6590,1280,540,0,240,4390,1340,170,420,2790,1850,850,360,1170,2870,240,910,1170,1450,1470,600,1330,170,1020,290,110,1100,260,5720,1500,220,3190,1060,650,1800,140,930,750,1090,7230,1680,60,1310,1270,310,1330,170
47-3011,Helpers–Brickmasons; Blockmasons; Stonemasons; and Tile and Marble Setters,0.83,340,0,580,230,3870,490,0,90,0,1050,260,70,160,280,570,120,310,380,280,270,920,530,410,170,140,530,160,110,170,110,180,130,1280,1030,110,630,240,520,810,0,280,180,660,1750,480,140,2010,230,100,200,160
47-3012,Helpers–Carpenters,0.92,680,250,300,270,3210,280,170,230,150,2330,400,140,180,450,600,250,340,230,1850,260,1410,870,560,600,270,990,110,80,330,70,980,80,1270,1220,170,840,520,500,910,290,880,400,590,4750,290,190,2430,790,210,650,70
47-3013,Helpers–Electricians,0.74,1950,220,560,300,5480,360,450,180,70,6680,3900,210,80,500,760,1030,470,970,3510,660,1130,1670,600,240,930,810,80,290,900,120,1680,610,5210,4660,40,940,1790,360,1780,0,1750,210,2420,8190,1280,0,3490,490,260,1490,70
47-3014,Helpers–Painters; Paperhangers; Plasterers; and Stucco Masons,0.94,220,60,300,280,2210,0,0,30,0,470,60,180,70,100,50,100,0,0,930,0,250,100,0,0,110,40,0,40,0,0,0,50,290,280,0,0,0,0,390,0,90,0,230,1520,0,0,140,410,0,130,30
47-3015,Helpers–Pipelayers; Plumbers; Pipefitters; and Steamfitters,0.57,1270,0,510,440,2800,310,230,130,490,4380,2090,130,310,450,360,370,490,1020,2560,0,1300,530,670,290,690,660,190,280,450,120,910,850,3020,3240,190,1020,1400,200,1320,220,1800,220,1940,9160,770,50,2340,460,280,770,120
47-3016,Helpers–Roofers,0.72,250,0,0,240,800,170,100,0,0,1210,140,70,100,170,210,0,0,230,130,60,340,130,90,0,60,0,0,60,0,0,0,150,310,450,60,480,180,130,530,0,180,60,360,780,0,70,470,140,110,240,40
47-4011,Construction and Building Inspectors,0.63,1170,310,2100,630,10810,2040,960,500,270,6650,1860,750,370,2540,1210,640,600,910,880,480,2410,2340,2110,1100,390,1730,330,310,730,310,4210,470,7240,3960,230,2650,1670,1050,5600,170,890,260,1480,7440,980,170,4510,2930,340,1090,200
47-4021,Elevator Installers and Repairers,0.39,270,0,240,90,1730,390,370,50,0,2200,1150,0,0,1210,160,90,290,280,0,0,1580,620,310,340,0,430,0,0,0,0,700,0,3850,310,0,530,0,0,420,0,260,0,350,2170,110,0,0,170,70,280,0
47-4031,Fence Erectors,0.92,260,0,290,180,3600,500,0,0,0,1450,460,60,230,520,250,220,0,440,390,0,430,730,170,310,0,270,250,280,320,0,520,0,720,730,40,720,180,390,790,0,0,140,0,1980,370,0,700,590,0,240,310
47-4041,Hazardous Materials Removal Workers,0.53,470,450,360,220,4890,1270,700,0,130,1320,860,280,830,1650,970,450,290,370,1070,150,710,1200,970,620,80,330,110,160,800,0,1480,360,4980,1200,130,2150,510,580,1290,110,600,70,770,4250,410,110,1310,1320,140,560,60
47-4051,Highway Maintenance Workers,0.87,3580,140,1330,2390,4620,2960,2310,40,0,2970,2610,0,1270,6510,4140,3330,1530,2320,1410,1830,850,2110,3390,5230,2360,5510,980,2680,670,1580,1690,1120,14880,3890,1210,7730,2910,1630,10610,560,410,1530,1780,6570,950,1470,4190,2250,1170,5230,810
47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.89,200,0,190,140,240,190,0,50,0,420,350,0,0,680,160,0,280,190,550,70,470,260,90,550,150,240,0,170,40,60,170,0,2330,120,0,300,0,170,520,0,120,70,280,1790,0,0,380,150,220,440,120
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,0.83,240,40,300,130,2010,450,0,100,0,1470,750,110,120,790,630,420,220,190,280,200,210,720,930,730,110,770,260,210,110,110,950,140,1410,980,40,1360,510,360,1320,90,640,110,330,1970,380,80,730,600,130,590,100
47-4091,Segmental Pavers,0.83,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,80,0
47-4799,Construction and Related Workers; All Other,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47-5011,Derrick Operators; Oil and Gas,0.8,0,220,0,120,550,280,0,0,0,0,0,0,0,130,0,0,160,0,410,0,0,0,50,0,0,0,0,0,0,0,0,980,0,0,680,0,1120,0,440,0,0,0,0,4980,170,0,0,0,180,0,320
47-5012,Rotary Drill Operators; Oil and Gas,0.53,80,380,120,40,1200,880,0,0,0,100,60,0,0,170,50,0,220,0,1060,0,0,0,80,0,320,0,40,0,0,0,0,560,50,0,940,260,1980,0,1070,0,0,0,0,6510,270,0,80,0,300,0,280
47-5013,Service Unit Operators; Oil; Gas; and Mining,0.93,150,1620,0,530,2430,1930,0,0,0,30,0,0,0,280,40,0,740,120,2270,0,0,0,350,0,340,0,260,0,0,0,0,1570,0,0,820,740,3350,0,1560,0,0,0,60,20310,560,0,190,0,850,0,1530
47-5021,Earth Drillers; Except Oil and Gas,0.85,200,150,520,40,1760,450,50,0,0,1660,400,0,0,360,350,150,50,250,480,100,460,140,610,560,160,250,140,220,570,130,520,220,460,570,260,440,380,110,930,0,160,100,280,2110,210,0,300,300,260,280,140
47-5031,Explosives Workers; Ordnance Handling Experts; and Blasters,0.48,170,0,160,120,130,0,0,0,0,60,30,0,0,0,370,90,0,300,0,0,260,50,0,0,0,0,0,0,50,40,0,180,100,50,0,0,470,0,100,0,0,0,280,720,90,0,60,0,320,0,210
47-5041,Continuous Mining Machine Operators,0.54,100,0,540,220,570,410,0,0,0,90,450,0,490,240,90,0,0,660,0,0,0,0,150,0,0,420,0,0,1470,0,0,0,220,0,0,800,90,0,560,0,0,0,110,350,0,0,760,40,640,70,330
47-5042,Mine Cutting and Channeling Machine Operators,0.59,320,0,0,0,130,70,0,0,0,0,70,0,0,190,0,0,30,0,0,0,0,0,0,0,0,180,0,0,950,0,0,0,80,0,0,210,180,0,270,0,40,0,0,200,80,0,700,0,310,0,100
47-5051,Rock Splitters; Quarry,0.96,0,0,130,40,50,90,50,0,0,0,90,0,0,110,180,40,40,0,0,0,40,0,0,50,0,200,180,0,0,0,0,0,110,0,0,120,400,0,390,0,0,0,70,190,70,0,240,210,40,80,0
47-5061,Roof Bolters; Mining,0.49,250,0,0,0,0,130,0,0,0,0,0,0,0,250,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,180,0,0,0,1620,0,0
47-5071,Roustabouts; Oil and Gas,0.68,140,570,0,420,3520,2570,0,0,0,0,0,0,0,180,150,0,1180,130,2940,0,0,0,320,0,320,0,390,40,0,0,0,2160,30,0,2960,760,4760,0,1590,0,0,0,0,22840,490,0,0,60,900,0,1390
47-5081,Helpers–Extraction Workers,0.37,90,280,200,80,660,330,0,0,0,110,120,0,180,210,380,0,190,750,800,0,0,30,60,80,260,270,60,0,460,40,130,730,60,80,210,190,710,50,1420,0,0,0,200,6700,0,0,0,40,560,30,220
49-1011,First-Line Supervisors of Mechanics; Installers; and Repairers,0.003,8150,1140,10410,4890,39910,7340,4180,1570,910,28990,14090,2330,2480,14550,11700,4990,5510,6840,9140,2110,9660,9850,14230,6980,4530,9440,1920,3540,3180,2330,12160,2960,25560,15660,2020,16670,6460,4170,17900,1720,8140,930,10630,38300,4330,1170,13860,10490,3220,8380,1740
49-2011,Computer; Automated Teller; and Office Machine Repairers,0.74,2000,170,1400,670,11040,1460,830,390,0,5870,2190,360,620,3650,1750,1300,870,2510,920,440,2130,1710,1890,2870,590,1970,390,430,1020,780,3290,300,6940,3630,300,3360,800,880,4270,470,1370,340,1670,13000,1290,0,3510,2190,530,1600,90
49-2021,Radio; Cellular; and Tower Equipment Installers and Repairs,0.93,420,60,490,50,1400,520,180,50,0,550,500,140,0,500,410,70,140,240,140,70,290,450,200,120,70,360,0,350,120,0,220,50,270,290,60,660,310,280,400,0,200,0,400,1410,80,0,510,690,60,110,80
49-2022,Telecommunications Equipment Installers and Repairers; Except Line Installers,0.36,4110,700,3360,2190,34010,4910,2390,540,160,16780,9180,980,890,7890,4280,1990,1870,3320,3680,730,3630,3260,5960,3840,2040,5640,670,1210,1540,1150,4080,1440,11100,5650,660,8980,1860,2470,6000,520,3370,500,6280,24780,2360,740,3620,5020,1160,4430,530
49-2091,Avionics Technicians,0.7,550,70,700,110,1890,170,120,70,0,2130,1650,110,70,0,200,0,710,0,200,0,0,0,230,110,110,120,0,0,170,0,190,30,180,370,0,430,1000,90,500,0,180,0,170,1890,270,0,170,1140,0,40,0
49-2092,Electric Motor; Power Tool; and Related Repairers,0.76,520,0,380,270,1670,520,140,30,0,750,390,0,230,790,310,70,200,190,400,0,280,190,690,720,190,320,100,0,120,0,450,0,490,470,110,790,150,160,690,0,420,0,240,1820,120,0,530,290,230,330,50
49-2093,Electrical and Electronics Installers and Repairers; Transportation Equipment,0.91,120,40,80,0,2120,0,80,0,0,1010,430,0,0,630,400,40,310,140,150,100,310,0,110,30,120,240,0,0,150,0,640,0,960,230,0,230,40,380,200,0,110,0,350,1480,0,0,660,420,0,140,70
49-2094,Electrical and Electronics Repairers; Commercial and Industrial Equipment,0.41,1880,160,950,490,6770,1830,440,210,0,4280,2570,350,570,2070,1060,570,480,800,960,1060,1350,1880,1550,1210,470,800,110,380,340,380,1830,230,1990,2340,300,2330,1100,1090,3670,0,1410,460,1490,6660,840,200,2200,1750,270,840,160
49-2095,Electrical and Electronics Repairers; Powerhouse; Substation; and Relay,0.38,1190,90,480,110,2000,180,170,140,0,1350,1090,100,90,620,940,160,200,150,40,0,530,210,1180,290,310,410,100,90,110,0,440,140,2110,1100,0,580,360,90,960,0,160,30,550,1840,180,0,840,260,290,240,80
49-2096,Electronic Equipment Installers and Repairers; Motor Vehicles,0.61,0,0,390,0,1870,210,0,90,0,380,220,70,0,340,0,0,100,50,130,0,60,210,320,390,220,320,0,0,0,40,270,0,590,240,40,230,80,60,140,0,0,50,90,2360,60,0,430,170,0,130,0
49-2097,Electronic Home Entertainment Equipment Installers and Repairers,0.65,360,50,2020,230,2190,980,230,0,0,2630,880,0,210,1650,650,350,150,370,220,70,230,200,390,590,0,630,0,90,250,240,290,0,1500,650,220,1100,310,470,650,0,210,110,370,1830,220,180,350,210,0,410,70
49-2098,Security and Fire Alarm Systems Installers,0.82,860,80,1740,660,6790,1420,610,150,0,5890,1710,460,250,2230,940,420,370,610,930,260,1930,1380,1190,1080,280,1530,120,370,920,320,2120,360,4710,2690,50,2430,1000,740,2610,270,470,80,1680,7760,820,70,2880,840,220,320,0
49-3011,Aircraft Mechanics and Service Technicians,0.71,2730,1290,5320,610,12680,1710,1050,570,0,12910,8680,1290,530,4210,1390,320,1740,1610,1760,150,2150,1330,2490,1380,1020,1760,470,390,1780,230,2170,430,3080,4280,250,4090,6270,1310,2530,240,1020,390,1310,16800,2070,210,2180,4890,500,780,200
49-3021,Automotive Body and Related Repairers,0.91,2280,270,2560,1330,13710,2680,1640,490,0,9430,4710,530,650,6770,3190,1730,1210,1550,1900,800,2610,3740,5110,2360,1160,3360,530,1410,970,660,3800,930,7150,5050,590,5870,1680,1730,7090,680,1640,640,3530,11020,1530,580,4200,2190,800,3580,240
49-3022,Automotive Glass Installers and Repairers,0.55,170,130,500,140,1230,0,0,0,0,1080,330,0,140,400,450,170,0,340,390,0,500,450,0,300,180,190,220,0,220,70,0,80,930,610,0,940,160,250,880,0,410,0,470,1570,80,130,0,730,150,120,50
49-3023,Automotive Service Technicians and Mechanics,0.59,8100,1530,13180,5280,63550,12290,8430,1950,390,45810,21890,2690,3620,27980,14160,8480,5860,8710,7700,3820,12600,15230,20800,10770,5700,15460,2770,4440,5590,3720,15440,4490,34830,23130,2210,24680,7860,6200,31720,2250,10360,2040,13330,47080,6510,1890,20380,13010,3900,11970,1570
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,0.73,4460,870,5090,2820,20590,4430,2170,460,130,10950,7210,960,1610,9010,8120,4030,2550,4000,3100,1250,3890,4410,7440,5970,2370,5120,1280,2550,1690,880,7600,1550,13290,7690,1850,11570,2720,3770,12020,530,3650,960,6950,26320,2860,650,6360,5120,1990,6130,1280
49-3041,Farm Equipment Mechanics and Service Technicians,0.75,460,0,190,800,2460,530,140,150,0,810,750,0,720,1470,1180,2140,1470,860,370,90,300,50,760,1720,610,1200,470,1600,70,0,0,210,570,740,1040,1490,500,680,980,0,230,710,660,2310,200,110,580,840,50,1610,100
49-3042,Mobile Heavy Equipment Mechanics; Except Engines,0.4,2740,1150,3800,970,11370,2560,760,430,80,4770,3580,450,530,2640,3530,1800,1270,2750,2800,780,2700,1550,2540,3540,1310,2670,940,890,1920,370,2140,820,2710,3560,1250,3570,1850,2040,4750,490,1840,520,3000,13360,1840,200,3650,3530,1950,1970,1340
49-3043,Rail Car Repairers,0.88,400,0,170,390,1080,390,0,0,0,770,810,0,260,2070,620,0,840,510,350,0,920,0,230,330,190,630,0,910,70,0,530,0,1400,210,0,570,160,200,700,0,60,0,210,1940,380,0,330,400,0,130,230
49-3051,Motorboat Mechanics and Service Technicians,0.66,260,140,270,180,1040,190,370,150,0,3170,340,30,100,450,270,150,170,330,150,220,650,820,1130,410,150,320,80,110,0,150,490,0,1260,720,130,380,200,180,270,140,510,70,470,1350,230,90,420,790,0,620,0
49-3052,Motorcycle Mechanics,0.79,240,60,290,170,1410,460,120,0,0,1300,390,0,140,520,320,520,200,240,300,120,140,120,480,220,80,370,180,70,150,200,270,80,650,490,70,660,220,220,770,0,270,120,300,1310,240,0,320,340,160,460,90
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,0.93,720,60,650,400,2140,580,890,210,0,2630,640,130,250,680,790,600,310,530,270,380,660,500,1160,690,230,730,150,150,100,340,920,170,1480,830,140,1180,520,570,1340,0,630,310,930,3010,250,210,970,480,400,1020,60
49-3091,Bicycle Repairers,0.94,0,0,270,0,2150,610,160,0,170,470,0,0,230,0,0,0,160,0,0,0,130,320,600,0,0,150,130,0,0,180,150,40,370,600,0,400,70,400,930,0,90,0,0,420,140,0,440,200,0,390,0
49-3092,Recreational Vehicle Service Technicians,0.59,140,0,280,150,1230,380,60,50,0,920,0,0,300,170,950,200,240,180,80,160,160,170,400,310,120,320,80,90,210,180,50,110,220,370,60,330,150,410,460,0,150,80,670,1420,180,0,200,600,70,290,60
49-3093,Tire Repairers and Changers,0.7,2940,290,3070,1290,10160,2830,900,150,0,7560,2300,230,1020,3120,3080,1320,1280,1260,2770,0,1640,1270,3180,1530,1300,3040,970,970,960,400,4030,920,2200,3120,490,3810,1430,1680,3760,140,1690,290,3600,11980,1490,110,1930,2930,860,960,480
49-9011,Mechanical Door Repairers,0.91,0,0,220,120,2340,830,230,0,0,1400,480,0,0,220,450,220,300,230,0,0,180,520,330,460,0,0,310,100,110,200,620,100,0,530,0,1130,860,140,800,0,310,0,280,1660,460,0,460,340,120,620,0
49-9012,Control and Valve Installers and Repairers; Except Mechanical Door,0.63,1390,130,610,330,3690,1090,440,140,0,1060,1240,60,240,1160,720,550,400,540,650,180,1580,860,1530,430,390,510,90,320,200,130,560,740,4310,1350,160,1320,950,630,1050,260,260,230,890,8820,500,150,1090,510,350,600,340
49-9021,Heating; Air Conditioning; and Refrigeration Mechanics and Installers,0.65,5190,300,6590,2790,25360,4880,3840,1860,330,28700,9220,800,1880,6640,5760,4300,2200,3800,4130,1870,5930,8090,8170,2770,1870,5520,920,1990,1770,1850,10110,1200,15930,11770,970,10770,3320,2430,13160,650,5530,990,7570,24300,3260,890,10720,4070,1790,5490,480
49-9031,Home Appliance Repairers,0.72,260,50,610,160,2980,670,330,110,0,2680,420,90,400,2120,490,720,180,210,200,130,540,530,1210,560,190,760,120,380,230,140,1280,140,3340,640,170,1780,450,660,1130,0,290,150,430,2110,430,70,0,1030,110,590,60
49-9041,Industrial Machinery Mechanics,0.67,10510,560,3590,5040,23620,4980,2350,900,80,12160,11510,710,1550,12160,12730,6660,4610,8620,7230,1380,3290,3620,18780,6870,4320,4000,700,2670,1360,2160,6850,2240,9850,10690,1160,19200,4210,4390,14860,570,7930,1230,8560,30390,3220,610,8920,6070,2780,9830,2200
49-9043,Maintenance Workers; Machinery,0.86,790,370,1320,840,7270,600,1170,0,160,1460,2930,160,550,4500,2040,660,1030,1510,2830,230,970,1600,1910,720,1270,3250,150,530,350,220,1000,130,3410,4130,940,2470,2810,810,8120,150,1690,70,4270,10490,1050,80,1550,1490,340,2760,420
49-9044,Millwrights,0.59,1040,260,300,490,2340,380,210,90,0,620,1520,30,350,1270,2260,1150,390,1020,1300,370,130,450,2910,930,1050,800,220,360,250,140,0,140,920,850,170,2360,250,810,1700,0,1060,120,920,3300,210,90,730,1420,230,990,0
49-9045,Refractory Materials Repairers; Except Brickmasons,0.82,100,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,40,0,0,30,0,0,0,0,0,0,100,0,0,0,40,40,170,0,0,0,150,140,0,0,50,0,0,0,0
49-9051,Electrical Power-Line Installers and Repairers,0.097,3790,390,1600,1720,7340,2450,0,360,0,6080,6020,370,540,2840,2310,1920,1750,2560,1080,380,3250,2900,4680,2520,2090,3520,740,1300,720,750,1860,660,5000,4570,940,3250,2070,960,4480,300,2770,690,3640,10680,740,410,2930,1780,570,2230,410
49-9052,Telecommunications Line Installers and Repairers,0.49,1050,470,1570,1100,10480,2010,750,260,230,7080,2410,330,430,3560,2750,570,1360,1070,820,510,3120,2270,960,1400,720,1920,390,340,910,520,3020,300,8890,2930,300,3290,1690,440,5510,390,1290,490,960,10340,690,150,0,1400,1000,680,110
49-9061,Camera and Photographic Equipment Repairers,0.97,0,0,180,0,700,0,80,0,0,0,70,0,0,460,70,0,0,0,0,0,90,0,80,0,0,0,0,0,0,0,120,0,170,0,0,0,0,0,60,0,0,0,0,0,40,0,0,0,0,0,0
49-9062,Medical Equipment Repairers,0.27,820,80,640,460,3740,990,350,90,40,3930,960,60,240,910,1510,530,440,570,270,150,880,1080,1750,1030,220,1350,90,270,380,110,0,190,2150,1740,210,1840,460,450,2460,60,460,210,1070,3180,650,60,940,1080,300,680,70
49-9063,Musical Instrument Repairers and Tuners,0.91,130,0,190,30,600,0,100,0,0,340,0,0,0,610,170,130,120,0,0,0,250,130,0,120,0,220,0,0,0,0,150,0,580,100,0,370,0,80,650,0,0,0,120,670,0,0,150,330,0,260,0
49-9064,Watch Repairers,0.99,0,0,0,0,240,100,0,0,0,140,40,0,0,0,0,40,0,0,0,0,0,0,50,0,0,0,0,0,0,0,160,0,140,0,0,140,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
49-9071,Maintenance and Repair Workers; General,0.64,13740,4320,24320,12000,120570,22020,10510,3530,4820,83440,43310,7190,5900,58940,33090,14430,13490,19270,26770,4630,21890,23410,41710,22170,12300,30930,4590,8690,14120,4380,31180,8470,102010,40760,3890,53720,15360,14610,57500,4070,25690,2690,29710,110920,11150,2720,32020,31340,10200,30430,3560
49-9091,Coin; Vending; and Amusement Machine Servicers and Repairers,0.94,540,0,620,270,2910,520,370,160,0,1850,1130,0,200,1330,1320,400,330,480,590,110,390,570,860,620,510,1070,0,60,1470,0,1010,340,1700,1150,90,2270,760,240,970,0,410,170,740,1820,270,40,510,560,150,930,80
49-9092,Commercial Divers,0.18,60,100,0,0,180,0,0,0,0,400,0,0,0,0,0,0,0,0,750,0,0,0,200,0,0,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,170,230,0,0,0
49-9093,Fabric Menders; Except Garment,0.96,0,0,0,0,110,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
49-9094,Locksmiths and Safe Repairers,0.77,290,0,190,80,2240,370,100,120,40,1890,520,0,60,600,240,150,210,180,280,0,410,380,440,260,160,230,60,90,240,60,1010,150,1110,400,70,490,140,320,460,60,390,0,250,2330,140,30,590,330,40,230,0
49-9095,Manufactured Building and Mobile Home Installers,0.18,120,0,0,0,0,0,0,0,0,0,50,0,0,0,0,70,0,0,0,70,0,0,0,30,160,150,70,0,0,0,0,0,140,100,0,120,190,0,0,0,0,60,90,280,0,0,0,50,120,0,0
49-9096,Riggers,0.89,150,40,80,50,1760,90,230,0,50,850,170,170,0,380,330,0,50,460,4270,300,270,340,380,180,130,50,0,60,240,0,120,40,200,280,0,390,340,190,460,70,430,0,210,4100,150,0,1290,990,50,110,0
49-9097,Signal and Track Switch Repairers,0.9,0,0,0,160,600,120,0,0,0,0,130,0,0,730,80,0,0,120,120,0,0,180,0,560,0,190,0,290,0,0,0,0,1060,0,0,0,0,0,180,0,0,0,80,810,160,0,0,110,0,230,0
49-9098,Helpers–Installation; Maintenance; and Repair Workers,0.79,3540,510,2560,1090,13530,1020,880,480,310,5820,3280,650,730,3050,2220,770,900,1520,3940,360,3230,1680,2240,1890,1820,840,280,350,1020,540,4040,1240,4970,4230,520,2130,2160,1400,4700,390,2100,0,2980,16970,1190,160,4200,1800,850,1330,320
49-9799,Installation; Maintenance; and Repair Workers; All Other,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51-1011,First-Line Supervisors of Production and Operating Workers,0.016,13140,950,8720,8400,53850,6410,8180,1280,260,24040,21230,1380,3070,24620,24750,9500,7430,11970,10840,2970,6810,11270,27320,11730,7320,12690,1470,5010,2600,2950,12690,2210,26270,20770,1760,30310,8490,6850,27140,2590,12860,1380,16230,47700,6050,1810,12530,13500,3480,22580,1140
51-2011,Aircraft Structure; Surfaces; Rigging; and Systems Assemblers,0.79,1550,0,660,430,3270,90,1180,0,0,1740,2810,0,110,210,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,50,0,150,0,0,510,1030,80,0,0,0,0,0,3310,170,0,0,0,260,0,0
51-2021,Coil Winders; Tapers; and Finishers,0.73,380,0,80,500,1260,0,320,0,0,390,630,0,0,1010,300,0,160,260,40,90,0,130,180,180,300,760,0,0,0,70,230,0,510,1010,0,670,280,100,430,0,160,130,610,690,60,30,0,180,210,1180,0
51-2022,Electrical and Electronic Equipment Assemblers,0.95,2760,0,5010,1100,33500,3200,3370,290,0,9930,3850,0,0,6920,6320,3320,1360,1710,170,460,2980,5560,10020,8100,1890,4480,200,570,770,2190,4910,180,10530,6150,660,9980,2380,3680,14580,560,2060,1420,3660,16190,1950,130,3400,4370,570,9980,100
51-2023,Electromechanical Equipment Assemblers,0.97,430,0,320,50,5860,2210,840,50,0,1370,150,0,0,790,800,0,70,100,0,0,340,1820,320,2600,0,0,0,40,90,1220,1740,80,1390,730,0,2060,790,440,2180,100,160,70,960,8300,70,70,1230,460,60,2250,0
51-2031,Engine and Other Machine Assemblers,0.82,1530,0,310,200,1470,0,190,0,0,160,380,0,0,2050,0,940,90,800,80,0,110,70,4850,290,380,990,0,160,0,200,210,0,420,850,250,6640,370,110,1200,0,940,610,1280,2190,120,50,350,860,0,760,0
51-2041,Structural Metal Fabricators and Fitters,0.41,2640,50,910,1430,6500,1020,570,130,0,4070,1430,0,350,1010,2000,590,1910,910,2260,720,520,1080,3530,1040,1350,0,0,780,380,270,570,130,1970,2040,70,3450,1060,1830,5180,200,1660,180,2060,8860,920,90,2210,2090,220,4030,70
51-2091,Fiberglass Laminators and Fabricators,0.93,720,40,40,390,1290,0,0,0,0,2220,660,0,110,390,2210,320,0,0,260,340,80,390,470,230,0,430,0,0,0,0,600,0,230,520,0,440,0,230,220,100,680,760,510,1780,110,0,120,980,0,440,0
51-2092,Team Assemblers,0.97,35410,240,9220,12420,83860,3790,9740,730,0,39160,48540,470,6000,43730,82450,19480,14110,46840,5300,2450,3630,15130,105140,23300,19710,23380,990,8900,4740,4370,5450,1390,39100,46310,2460,41740,9920,4990,37170,3060,44460,3300,62800,47930,12350,1370,16340,14620,2990,41480,290
51-2093,Timing Device Assemblers and Adjusters,0.98,0,0,0,0,60,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51-3011,Bakers,0.89,1780,230,2750,1050,30330,3660,1450,410,290,12340,5060,1420,820,7390,3300,1790,1420,1140,1460,1220,3560,3800,5420,2900,840,2880,800,1050,2110,890,5870,1030,10180,4250,610,6080,1910,2590,9220,690,2060,320,3020,13050,2030,680,3010,5270,900,3810,310
51-3021,Butchers and Meat Cutters,0.93,1620,290,2000,1440,19080,2310,760,310,290,9650,4470,580,1010,7650,2500,3040,900,1570,2110,600,1550,1970,3690,2310,1240,2780,740,990,1370,500,3640,900,5090,4360,500,4960,1680,1870,5400,430,2000,710,2840,9650,1010,200,2840,3630,650,1980,270
